0,0,0
1,0,0.25
2,81.36721416,0.5
3,0,0.75
4,0,1
5,19.21541466,1.25
6,95.53649544,1.5
7,0,1.75
8,215.3363115,2
9,134.211637,2.25
10,0,2.5
11,0,2.75
12,91.05823417,3
13,0,3.25
14,256.1366402,3.5
15,14.2770588,3.75
16,0,4
17,0,4.25
18,0,4.5
19,0,4.75
20,0,5
21,21.2443301,5.25
22,0,5.5
23,0,5.75
24,78.91672432,6
25,73.96368165,6.25
26,67.06686618,6.5
27,98.17380133,6.75
28,394.8751029,7
29,290.078071,7.25
30,414.8873404,7.5
31,343.0676236,7.75
32,182.9914592,8
33,468.3502226,8.25
34,239.9225322,8.5
35,126.4588603,8.75
36,223.0095097,9
37,299.3541589,9.25
38,349.5309454,9.5
39,979.1247996,9.75
40,380.8607739,10
41,711.5671779,10.25
42,454.8609102,10.5
43,624.9096536,10.75
44,341.0902504,11
45,588.6552975,11.25
46,601.9998218,11.5
47,325.9048372,11.75
48,430.7240217,12
49,501.7459527,12.25
50,313.1466692,12.5
51,337.4426021,12.75
52,252.7531227,13
53,562.8949221,13.25
54,311.0746439,13.5
55,601.9050863,13.75
56,247.6988513,14
57,440.3827879,14.25
58,509.269038,14.5
59,599.7075554,14.75
60,454.9521637,15
61,335.3576069,15.25
62,613.3876633,15.5
63,691.3222358,15.75
64,434.0108426,16
65,429.252764,16.25
66,112.7728713,16.5
67,272.7785533,16.75
68,371.7073464,17
69,698.7353223,17.25
70,631.9176897,17.5
71,776.8250564,17.75
72,322.4744425,18
73,328.8543443,18.25
74,236.0895097,18.5
75,482.9437562,18.75
76,420.5275345,19
77,173.5953502,19.25
78,483.5409382,19.5
79,165.3653445,19.75
80,47.7010737,20
81,0,20.25
82,39.36355281,20.5
83,260.8941824,20.75
84,526.1232897,21
85,27.84216915,21.25
86,440.821388,21.5
87,227.7024315,21.75
88,397.8437767,22
89,49.29546239,22.25
90,114.4792293,22.5
91,271.3788765,22.75
92,122.0640463,23
93,135.1082958,23.25
94,259.3337548,23.5
95,107.9239383,23.75
