0,0,0
1,0,0.25
2,0,0.5
3,131.5235457,0.75
4,204.5499854,1
5,73.69713371,1.25
6,40.5959934,1.5
7,51.21612374,1.75
8,35.02220836,2
9,0,2.25
10,0,2.5
11,0,2.75
12,167.6639295,3
13,68.05978592,3.25
14,8.502048081,3.5
15,0,3.75
16,0,4
17,0,4.25
18,0,4.5
19,0,4.75
20,57.28135303,5
21,0,5.25
22,191.1135199,5.5
23,155.8693485,5.75
24,295.0892207,6
25,85.98815256,6.25
26,0,6.5
27,2.363898084,6.75
28,374.4836728,7
29,34.92889881,7.25
30,246.7229866,7.5
31,169.9992804,7.75
32,148.5516307,8
33,81.40208614,8.25
34,262.9385139,8.5
35,155.9016062,8.75
36,311.2346101,9
37,370.2975017,9.25
38,739.6746437,9.5
39,224.4618943,9.75
40,286.7695331,10
41,316.2948484,10.25
42,136.2955517,10.5
43,122.1039757,10.75
44,366.2448281,11
45,674.4160683,11.25
46,117.6628178,11.5
47,556.5831069,11.75
48,251.4049364,12
49,287.5529725,12.25
50,540.294854,12.5
51,518.921131,12.75
52,520.9203582,13
53,314.4268665,13.25
54,191.5018829,13.5
55,112.4759207,13.75
56,501.6644988,14
57,394.055706,14.25
58,265.4832896,14.5
59,670.8059519,14.75
60,338.81136,15
61,248.7712379,15.25
62,636.2149259,15.5
63,530.6574666,15.75
64,359.3217899,16
65,561.3369648,16.25
66,311.2981941,16.5
67,272.4970397,16.75
68,713.1964246,17
69,756.0658863,17.25
70,608.6204358,17.5
71,493.8421499,17.75
72,259.9981489,18
73,623.518626,18.25
74,481.0062047,18.5
75,418.3225382,18.75
76,310.0478698,19
77,482.8529306,19.25
78,292.4054724,19.5
79,526.558059,19.75
80,174.5734498,20
81,394.4169885,20.25
82,644.9390487,20.5
83,169.3451935,20.75
84,541.4763303,21
85,171.9128413,21.25
86,188.3335999,21.5
87,106.6942533,21.75
88,630.5427271,22
89,237.891826,22.25
90,0,22.5
91,304.0875656,22.75
92,0,23
93,0,23.25
94,0,23.5
95,86.2383321,23.75
