"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AL1","AY1","AY2","GA1","GA2","GA3","GA4","GF1","GJ1","IA1","IA2","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"07156099999","2003-01-01T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","190,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0056,1","+0041,1","10142,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10047,1","8,1,008,1,+999,9",,"SYN060AAXX  01014 07156 36/// /1904 10056 20041 30047 40142 58008;","Q01  00002PRCP06"
"07156099999","2003-01-01T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","180,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0057,1","+0043,1","10139,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10044,1","6,1,014,1,+999,9",,"SYN060AAXX  01024 07156 36/// /1804 10057 20043 30044 40139 56014;","Q01  00002PRCP06"
"07156099999","2003-01-01T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","160,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0058,1","+0046,1","10120,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10025,1","8,1,022,1,+999,9",,"SYN060AAXX  01044 07156 36/// /1606 10058 20046 30025 40120 58022;","Q01  00002PRCP06"
"07156099999","2003-01-01T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","180,1,N,0041,1","00390,1,9,N","006000,1,N,1","+0060,1","+0051,1","10108,1","01,9999,2,9",,,,"5,1,99,9","2,1,99,9","08,1,+00390,9,07,9",,,,"08,99,1,08,1,07,1,00450,1,99,9,99,9",,,,,,"99999,9,10014,1","8,1,030,1,+999,9","50,1","SYN088AAXX  01054 07156 21456 81808 10060 20051 30014 40108 58030 75052 887// 333 69905 88713;",
"07156099999","2003-01-01T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","190,1,N,0041,1","00390,1,9,N","006000,1,N,1","+0077,1","+0073,1","10082,1","01,0002,9,1",,,,"5,1,99,9","5,1,99,9","07,1,+00390,9,07,9",,,,"07,99,1,07,1,07,1,00450,1,99,9,99,9",,,,,,"99999,9,09989,1","8,1,036,1,+999,9","50,1","SYN088AAXX  01074 07156 21456 71908 10077 20073 39989 40082 58036 75055 877// 333 69925 87713;",
"07156099999","2003-01-01T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0051,1","00390,1,9,N","006000,1,N,1","+0087,1","+0079,1","10071,1","01,9999,2,9",,,,"5,1,99,9","2,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09978,1","6,1,036,1,+999,9","20,1","SYN088AAXX  01084 07156 21456 82110 10087 20079 39978 40071 56036 72052 885// 333 69905 88613;",
"07156099999","2003-01-01T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","200,1,N,0062,1","00390,1,9,N","008000,1,N,1","+0098,1","+0089,1","10051,1","06,0000,2,1",,,,,,"08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09959,1","6,1,030,1,+999,9",,"SYN076AAXX  01104 07156 32458 82012 10098 20089 39959 40051 56030 885// 333 88613;",
"07156099999","2003-01-01T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0062,1","00390,1,9,N","008000,1,N,1","+0103,1","+0091,1","10042,1","01,9999,2,9",,,,"6,1,99,9","2,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09950,1","7,1,028,1,+999,9","61,1","SYN088AAXX  01114 07156 21458 82112 10103 20091 39950 40042 57028 76162 885// 333 69905 88613;",
"07156099999","2003-01-01T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0062,1","00390,1,9,N","008000,1,N,1","+0107,1","+0098,1","10016,1","01,0002,9,1",,,,"6,1,99,9","2,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09924,1","8,1,035,1,+999,9","21,1","SYN088AAXX  01134 07156 21458 82112 10107 20098 39924 40016 58035 72162 885// 333 69925 88613;",
"07156099999","2003-01-01T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0072,1","00480,1,9,N","008000,1,N,1","+0119,1","+0105,1","10003,1","01,9999,2,9",,,,"6,1,99,9","2,1,99,9","08,1,+00480,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09912,1","7,1,038,1,+999,9","60,1","SYN088AAXX  01144 07156 21458 82214 10119 20105 39912 40003 57038 76062 885// 333 69905 88616;",
"07156099999","2003-01-01T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","230,1,N,0072,1","00480,1,9,N","008000,1,N,1","+0127,1","+0116,1","09989,1","01,0004,9,1",,,,"8,1,99,9","6,1,99,9","08,1,+00480,9,07,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09898,1","5,1,026,1,+999,9","25,1","SYN094AAXX  01164 07156 21458 82314 10127 20116 39898 49989 55026 72586 885// 333 69945 88716 91135;",
"07156099999","2003-01-01T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0134,1","+0116,1","09986,1","01,0002,9,1",,,,,,,,,,,,,,,,"99999,9,09895,1","6,1,017,1,+999,9",,"SYN076AAXX  01174 07156 26/// /2412 10134 20116 39895 49986 56017 333 69925 91137;",
"07156099999","2003-01-01T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0062,1","99999,9,9,N","999999,9,N,1","+0138,1","+0096,1","09988,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,09897,1","6,1,001,1,+999,9",,"SYN060AAXX  01194 07156 36/// /2512 10138 20096 39897 49988 56001;",
"07156099999","2003-01-01T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0137,1","+0097,1","09993,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,09902,1","3,1,007,1,+999,9",,"SYN060AAXX  01204 07156 36/// /2510 10137 20097 39902 49993 53007;",
"07156099999","2003-01-01T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0135,1","+0097,1","10000,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,09909,1","1,1,012,1,+999,9",,"SYN060AAXX  01224 07156 36/// /2410 10135 20097 39909 40000 51012;",
"07156099999","2003-01-01T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0134,1","+0100,1","10003,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09912,1","1,1,010,1,+999,9",,"SYN060AAXX  01234 07156 36/// /2408 10134 20100 39912 40003 51010;","Q01  00002PRCP06"
"07156099999","2003-01-02T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0131,1","+0095,1","10001,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09910,1","0,1,001,1,+999,9",,"SYN060AAXX  02014 07156 36/// /2408 10131 20095 39910 40001 50001;","Q01  00002PRCP06"
"07156099999","2003-01-02T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0123,1","+0099,1","09995,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09904,1","8,1,008,1,+999,9",,"SYN060AAXX  02024 07156 36/// /2208 10123 20099 39904 49995 58008;","Q01  00002PRCP06"
"07156099999","2003-01-02T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0122,1","+0109,1","09966,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09875,1","8,1,035,1,+999,9",,"SYN060AAXX  02044 07156 36/// /2108 10122 20109 39875 49966 58035;","Q01  00002PRCP06"
"07156099999","2003-01-02T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0127,1","+0119,1","09943,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09853,1","8,1,051,1,+999,9",,"SYN060AAXX  02054 07156 36/// /2208 10127 20119 39853 49943 58051;","Q01  00002PRCP06"
"07156099999","2003-01-02T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0087,1","00480,1,9,N","007000,1,N,1","+0133,1","+0122,1","09917,1","01,0010,9,1",,,,"6,1,99,9","6,1,99,9","08,1,+00480,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09827,1","6,1,048,1,+999,9","61,1","SYN100AAXX  02074 07156 21457 82217 10133 20122 39827 49917 56048 76166 885// 333 60015 88616 91035 91135;",
"07156099999","2003-01-03T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0041,1","01200,1,9,N","015000,1,N,1","+0089,1","+0070,1","10011,1","06,0000,9,1",,,,,,"02,1,+00300,9,07,9","03,1,+01200,9,06,9",,,"07,99,1,07,1,06,1,00450,1,02,1,99,9",,,,,,"99999,9,09919,1","6,1,002,1,+999,9",,"SYN088AAXX  03084 07156 32465 72208 10089 20070 39919 40011 56002 8762/ 333 82710 83640 87459;","Q01  00002PRCP06"
"07156099999","2003-01-03T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0031,1","00900,1,9,N","015000,1,N,1","+0096,1","+0075,1","10008,1","01,9999,2,9",,,,"8,1,99,9","6,1,99,9","02,1,+00300,9,07,9","05,1,+00900,9,06,9",,,"08,99,1,07,1,05,1,00450,1,02,1,99,9",,,,,,"99999,9,09916,1","8,1,003,1,+999,9","25,1","SYN100AAXX  03104 07156 21465 82106 10096 20075 39916 40008 58003 72586 8752/ 333 69905 82710 85630 87459;",
"07156099999","2003-01-03T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0051,1","00480,1,9,N","008000,1,N,1","+0088,1","+0074,1","10002,1","01,0004,9,1",,,,"6,1,99,9","2,1,99,9","04,1,+00300,9,07,9","05,1,+00480,9,06,9",,,"08,99,1,07,1,05,1,00450,1,02,1,99,9",,,,,,"99999,9,09910,1","8,1,009,1,+999,9","61,1","SYN100AAXX  03114 07156 21458 82210 10088 20074 39910 40002 58009 76162 8752/ 333 69945 84710 85616 87458;",
"07156099999","2003-01-03T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","280,1,N,0031,1","00300,1,9,N","008000,1,N,1","+0082,1","+0065,1","09990,1","01,0004,9,1",,,,"6,1,99,9","6,1,99,9","06,1,+00300,9,08,9",,,,"08,99,1,08,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09898,1","6,1,018,1,+999,9","61,1","SYN094AAXX  03134 07156 21458 82806 10082 20065 39898 49990 56018 76166 888// 333 69945 86810 87620;",
"07156099999","2003-01-03T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","270,1,N,0021,1","00900,1,9,N","008000,1,N,1","+0088,1","+0068,1","09989,1","06,0000,2,1",,,,,,"01,1,+00300,9,08,9",,,,"07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09897,1","6,1,013,1,+999,9",,"SYN082AAXX  03144 07156 32458 72704 10088 20068 39897 49989 56013 878// 333 81810 87630;",
"07156099999","2003-01-03T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","280,1,N,0021,1","01500,1,9,N","015000,1,N,1","+0087,1","+0062,1","09993,1","06,0000,2,1",,,,,,"01,1,+00300,9,08,9","05,1,+01500,9,06,9",,,"06,99,1,05,1,08,1,00450,1,00,1,01,1",,,,,,"99999,9,09901,1","3,1,003,1,+999,9",,"SYN088AAXX  03164 07156 32465 62804 10087 20062 39901 49993 53003 85801 333 81810 85650 85075;",
"07156099999","2003-01-03T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0084,1","+0064,1","09995,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,09903,1","2,1,006,1,+999,9",,"SYN060AAXX  03174 07156 36/// /2604 10084 20064 39903 49995 52006;",
"07156099999","2003-01-03T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0084,1","+0065,1","10006,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,09913,1","3,1,012,1,+999,9",,"SYN060AAXX  03194 07156 36/// /2706 10084 20065 39913 40006 53012;",
"07156099999","2003-01-03T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0083,1","+0064,1","10010,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09917,1","2,1,014,1,+999,9",,"SYN060AAXX  03204 07156 36/// /2706 10083 20064 39917 40010 52014;","Q01  00002PRCP06"
"07156099999","2003-01-03T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0080,1","+0063,1","10023,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09930,1","3,1,017,1,+999,9",,"SYN060AAXX  03224 07156 36/// /2904 10080 20063 39930 40023 53017;","Q01  00002PRCP06"
"07156099999","2003-01-03T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0080,1","+0061,1","10027,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09934,1","1,1,017,1,+999,9",,"SYN060AAXX  03234 07156 36/// /2902 10080 20061 39934 40027 51017;","Q01  00002PRCP06"
"07156099999","2003-01-04T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0075,1","+0058,1","10029,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09936,1","0,1,006,1,+999,9",,"SYN060AAXX  04014 07156 36/// /2606 10075 20058 39936 40029 50006;","Q01  00002PRCP06"
"07156099999","2003-01-04T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","200,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0075,1","+0061,1","10026,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09933,1","8,1,001,1,+999,9",,"SYN060AAXX  04024 07156 36/// /2004 10075 20061 39933 40026 58001;","Q01  00002PRCP06"
"07156099999","2003-01-04T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","200,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0072,1","+0063,1","10015,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09922,1","8,1,014,1,+999,9",,"SYN060AAXX  04044 07156 36/// /2004 10072 20063 39922 40015 58014;","Q01  00002PRCP06"
"07156099999","2003-01-04T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","210,1,N,0021,1","00480,1,9,N","007000,1,N,1","+0072,1","+0065,1","10005,1","01,0002,9,1",,,,,,"08,1,+00480,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09912,1","8,1,021,1,+999,9",,"SYN082AAXX  04054 07156 23457 82104 10072 20065 39912 40005 58021 885// 333 69925 88616;",
"07156099999","2003-01-04T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","220,1,N,0021,1","00390,1,9,N","007000,1,N,1","+0071,1","+0062,1","09999,1","01,0002,9,1",,,,"6,1,99,9","2,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09906,1","6,1,016,1,+999,9","21,1","SYN088AAXX  04074 07156 21457 82204 10071 20062 39906 49999 56016 72162 885// 333 69925 88613;",
"07156099999","2003-01-04T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0072,1","00390,1,9,N","007000,1,N,1","+0041,1","+0028,1","10011,1","01,0002,9,1",,,,"6,1,99,9","2,1,99,9","07,1,+00390,9,06,9",,,,"08,99,1,07,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09917,1","3,1,005,1,+999,9","61,1","SYN088AAXX  04084 07156 21457 83514 10041 20028 39917 40011 53005 76162 875// 333 69925 87613;",
"07156099999","2003-01-04T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0051,1","00390,1,9,N","007000,1,N,1","+0025,1","+0010,1","10029,1","01,9999,2,9",,,,"7,1,99,9","6,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09934,1","3,1,028,1,+999,9","68,1","SYN088AAXX  04104 07156 21457 83610 10025 20010 39934 40029 53028 76876 885// 333 69905 88613;",
"07156099999","2003-01-04T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0051,1","00390,1,9,N","002500,1,N,1","+0011,1","+0002,1","10042,1","01,0010,9,1",,,,"7,1,99,9","7,1,99,9","08,1,+00390,9,06,9",,,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09947,1","3,1,030,1,+999,9","71,1","SYN088AAXX  04114 07156 21425 83510 10011 20002 39947 40042 53030 77177 885// 333 60015 88613;",
"07156099999","2003-01-04T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","010,1,N,0062,1","00180,1,9,N","000500,1,N,1","-0008,1","-0011,1","10078,1","01,9999,2,9",,,,"7,1,99,9","7,1,99,9","08,1,+00180,9,07,9",,,,"08,99,1,08,1,07,1,00250,1,99,9,99,9",,,,,,"99999,9,09981,1","1,1,047,1,+999,9","73,1","SYN094AAXX  04134 07156 21305 80112 11008 21011 39981 40078 51047 77377 887// 333 69905 88706 91133;",
"07156099999","2003-01-04T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","010,1,N,0051,1","00180,1,9,N","000500,1,N,1","-0016,1","-0019,1","10090,1","01,9999,2,9",,,,"7,1,99,9","7,1,99,9","08,1,+00180,9,07,9",,,,"08,99,1,08,1,07,1,00250,1,99,9,99,9",,,,,,"99999,9,09993,1","1,1,046,1,+999,9","73,1","SYN088AAXX  04144 07156 21305 80110 11016 21019 39993 40090 51046 77377 887// 333 69905 88706;",
"07156099999","2003-01-04T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0072,1","00990,1,9,N","008000,1,N,1","-0012,1","-0028,1","10116,1","06,0000,2,1",,,,,,"06,1,+00990,9,06,9",,,,"07,99,1,06,1,05,1,01250,1,03,1,99,9",,,,,,"99999,9,10019,1","1,1,038,1,+999,9",,"SYN082AAXX  04164 07156 32658 73614 11012 21028 30019 40116 51038 8653/ 333 86633 86358;",
"07156099999","2003-01-04T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0051,1","99999,9,9,N","999999,9,N,1","-0011,1","-0030,1","10126,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,10029,1","1,1,036,1,+999,9",,"SYN060AAXX  04174 07156 36/// /3510 11011 21030 30029 40126 51036;",
"07156099999","2003-01-04T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,N,1","-0012,1","-0034,1","10145,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,10048,1","1,1,029,1,+999,9",,"SYN060AAXX  04194 07156 36/// /3408 11012 21034 30048 40145 51029;",
"07156099999","2003-01-04T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0011,1","-0031,1","10152,1","06,0000,2,1",,,,,,,,,,,,,,,,"99999,9,10055,1","1,1,026,1,+999,9",,"SYN060AAXX  04204 07156 36/// /3506 11011 21031 30055 40152 51026;",
"07156099999","2003-01-04T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0051,1","99999,9,9,N","999999,9,N,1","-0007,1","-0032,1","10158,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10061,1","1,1,013,1,+999,9",,"SYN060AAXX  04224 07156 36/// /3510 11007 21032 30061 40158 51013;","Q01  00002PRCP06"
"07156099999","2003-01-04T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0004,1","-0031,1","10160,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10063,1","1,1,008,1,+999,9",,"SYN060AAXX  04234 07156 36/// /3606 11004 21031 30063 40160 51008;","Q01  00002PRCP06"
"07156099999","2003-01-05T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","040,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0017,1","-0045,1","10166,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10068,1","2,1,007,1,+999,9",,"SYN060AAXX  05014 07156 36/// /0406 11017 21045 30068 40166 52007;","Q01  00002PRCP06"
"07156099999","2003-01-05T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","020,1,N,0031,1","99999,9,9,N","999999,9,N,1","-0022,1","-0044,1","10168,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10070,1","1,1,007,1,+999,9",,"SYN060AAXX  05024 07156 36/// /0206 11022 21044 30070 40168 51007;","Q01  00002PRCP06"
"07156099999","2003-01-05T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0033,1","-0055,1","10167,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10069,1","0,1,001,1,+999,9",,"SYN060AAXX  05044 07156 36/// /0302 11033 21055 30069 40167 50001;","Q01  00002PRCP06"
"07156099999","2003-01-05T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0041,1","99999,9,9,N","999999,9,N,1","-0033,1","-0055,1","10166,1","06,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10068,1","8,1,002,1,+999,9",,"SYN060AAXX  05054 07156 36/// /0308 11033 21055 30068 40166 58002;","Q01  00002PRCP06"
"07156099999","2003-01-05T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0031,1","22000,1,9,N","010000,1,N,1","-0033,1","-0056,1","10168,1","06,0000,9,1",,,,,,"03,1,+00990,9,08,9",,,,"03,99,1,03,1,08,1,01250,1,00,1,00,1",,,,,,"99999,9,10070,1","3,1,001,1,+999,9",,"SYN076AAXX  05074 07156 32660 30306 11033 21056 30070 40168 53001 83800 333 83833;","Q01  00002PRCP06"
"07156099999","2003-01-05T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0031,1","22000,1,9,N","010000,1,N,1","-0034,1","-0057,1","10169,1","06,0000,9,1",,,,,,"03,1,+00990,9,08,9",,,,"03,99,1,03,1,01,1,01250,1,00,1,00,1",,,,,,"99999,9,10071,1","1,1,003,1,+999,9",,"SYN076AAXX  05084 07156 32660 30306 11034 21057 30071 40169 51003 83100 333 83833;","Q01  00002PRCP06"
"07156099999","2003-01-05T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","080,1,N,0010,1","22000,1,9,N","010000,1,N,1","-0021,1","-0061,1","10169,1","06,0000,9,1",,,,,,"03,1,+00690,9,08,9",,,,"03,99,1,03,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10071,1","0,1,001,1,+999,9",,"SYN076AAXX  05104 07156 32560 30802 11021 21061 30071 40169 50001 83100 333 83823;","Q01  00002PRCP06"
"07156099999","2003-01-05T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","120,1,N,0021,1","22000,1,9,N","010000,1,N,1","-0018,1","-0062,1","10163,1","06,0000,9,1",,,,,,"04,1,+00690,9,08,9",,,,"04,99,1,04,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10065,1","8,1,006,1,+999,9",,"SYN076AAXX  05114 07156 32560 41204 11018 21062 30065 40163 58006 84100 333 84823;","Q01  00002PRCP06"
"07156099999","2003-01-05T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","170,1,N,0010,1","22000,1,9,N","010000,1,N,1","-0009,1","-0062,1","10150,1","06,0000,9,1",,,,,,"03,1,+00690,9,08,9",,,,"03,99,1,03,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10053,1","7,1,018,1,+999,9",,"SYN076AAXX  05134 07156 32560 31702 11009 21062 30053 40150 57018 83100 333 83823;","Q01  00002PRCP06"
"07156099999","2003-01-05T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","160,1,N,0010,1","22000,1,9,N","010000,1,N,1","-0015,1","-0061,1","10145,1","06,0000,9,1",,,,,,"01,1,+00690,9,08,9",,,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10048,1","6,1,017,1,+999,9",,"SYN076AAXX  05144 07156 32560 11602 11015 21061 30048 40145 56017 81100 333 81823;","Q01  00002PRCP06"
